count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez,movementType
6.280000,0.020000,-0.515732,-7.634842,-6.115820,-0.661169,0.582347,-2.945320,-0.661875,0.581836,-2.945071,-0.056172,-0.780875,-0.622157,After_fall
6.300000,0.020000,-0.476540,-7.728632,-6.030642,-0.659740,0.583222,-2.946727,-0.661169,0.582347,-2.945320,-0.055862,-0.792296,-0.607575,After_fall
6.320000,0.020000,-0.547745,-7.811602,-5.957101,-0.660459,0.582073,-2.946123,-0.659740,0.583222,-2.946727,-0.052171,-0.790431,-0.610326,After_fall
6.340000,0.020000,-0.599700,-7.601109,-6.412132,-0.664941,0.577617,-2.945284,-0.660459,0.582073,-2.946123,-0.038287,-0.752123,-0.657910,After_fall
6.360000,0.020000,-0.387540,-7.086586,-6.920805,-0.669441,0.573601,-2.943992,-0.664941,0.577617,-2.945284,-0.016570,-0.701914,-0.712069,After_fall
6.380000,0.020000,-0.120800,-6.706927,-7.211182,-0.671764,0.571971,-2.943523,-0.669441,0.573601,-2.943992,-0.000475,-0.675374,-0.737475,After_fall
6.400000,0.020000,0.066830,-6.579863,-7.310766,-0.672035,0.571632,-2.943920,-0.671764,0.571971,-2.943523,0.008197,-0.669004,-0.743214,After_fall
6.420000,0.020000,0.139144,-6.571842,-7.304218,-0.672281,0.570555,-2.943403,-0.672035,0.571632,-2.943920,0.015437,-0.664421,-0.747199,After_fall
6.440000,0.020000,0.077315,-6.451310,-7.318125,-0.674778,0.570003,-2.941535,-0.672281,0.570555,-2.943403,0.020609,-0.654813,-0.755510,After_fall
6.460000,0.020000,0.092307,-6.335926,-7.406694,-0.677468,0.568781,-2.938923,-0.674778,0.570003,-2.941535,0.023117,-0.639637,-0.768329,After_fall
6.480000,0.020000,0.147348,-6.081135,-7.704393,-0.679690,0.566462,-2.937336,-0.677468,0.568781,-2.938923,0.026350,-0.608070,-0.793446,After_fall
6.500000,0.020000,0.168394,-5.689156,-7.966244,-0.682182,0.564501,-2.935553,-0.679690,0.566462,-2.937336,0.029862,-0.569937,-0.821145,After_fall
6.520000,0.020000,0.238994,-5.375606,-8.167871,-0.683776,0.563250,-2.934100,-0.682182,0.564501,-2.935553,0.032491,-0.541598,-0.840009,After_fall
6.540000,0.020000,0.275454,-5.135925,-8.372744,-0.684674,0.562203,-2.933876,-0.683776,0.563250,-2.934100,0.032655,-0.518205,-0.854633,After_fall
6.560000,0.020000,0.286836,-4.941103,-8.468774,-0.685184,0.561732,-2.933598,-0.684674,0.562203,-2.933876,0.031838,-0.501281,-0.864699,After_fall
6.580000,0.020000,0.261880,-4.836767,-8.504555,-0.685434,0.562455,-2.933494,-0.685184,0.561732,-2.933598,0.027967,-0.496730,-0.867455,After_fall
6.600000,0.020000,0.229394,-4.872222,-8.503298,-0.685254,0.562664,-2.933445,-0.685434,0.562455,-2.933494,0.022470,-0.497720,-0.867047,After_fall
6.620000,0.020000,0.273270,-4.957440,-8.402927,-0.684187,0.563476,-2.932735,-0.685254,0.562664,-2.933445,0.022417,-0.509487,-0.860186,After_fall
6.640000,0.020000,0.275388,-5.138147,-8.378411,-0.682863,0.564767,-2.934021,-0.684187,0.563476,-2.932735,0.021323,-0.530345,-0.847514,After_fall
6.660000,0.020000,0.249780,-5.367920,-8.205475,-0.681397,0.566571,-2.935142,-0.682863,0.564767,-2.934021,0.017990,-0.556384,-0.830731,After_fall
6.680000,0.020000,0.240169,-5.701280,-7.982262,-0.680010,0.568189,-2.936327,-0.681397,0.566571,-2.935142,0.017415,-0.589416,-0.807642,After_fall
6.700000,0.020000,0.236898,-5.998373,-7.778545,-0.678453,0.569340,-2.937578,-0.680010,0.568189,-2.936327,0.016212,-0.617320,-0.786545,After_fall
6.720000,0.020000,0.192597,-6.188972,-7.565225,-0.676893,0.571288,-2.938278,-0.678453,0.569340,-2.937578,0.011681,-0.640813,-0.767608,After_fall
6.740000,0.020000,0.123550,-6.430731,-7.425905,-0.675818,0.571978,-2.939240,-0.676893,0.571288,-2.938278,0.007114,-0.659045,-0.752070,After_fall
6.760000,0.020000,0.092051,-6.565702,-7.281149,-0.675322,0.572656,-2.939705,-0.675818,0.571978,-2.939240,0.006859,-0.672742,-0.739845,After_fall
6.780000,0.020000,0.098166,-6.692540,-7.201481,-0.675112,0.572552,-2.940197,-0.675322,0.572656,-2.939705,0.008935,-0.681689,-0.731588,After_fall
6.800000,0.020000,0.064748,-6.662281,-7.227844,-0.675664,0.572114,-2.940348,-0.675112,0.572552,-2.940197,0.009415,-0.676897,-0.736018,After_fall
6.820000,0.020000,0.072717,-6.601510,-7.219979,-0.676534,0.571638,-2.939205,-0.675664,0.572114,-2.940348,0.011843,-0.670513,-0.741804,After_fall
6.840000,0.020000,0.121680,-6.561617,-7.305301,-0.677561,0.570828,-2.938776,-0.676534,0.571638,-2.939205,0.017640,-0.664742,-0.746865,After_fall
6.860000,0.020000,0.158810,-6.458762,-7.389796,-0.678532,0.569921,-2.938166,-0.677561,0.570828,-2.938776,0.021140,-0.653761,-0.756405,After_fall
6.880000,0.020000,0.190681,-6.334810,-7.479640,-0.679317,0.569402,-2.937583,-0.678532,0.569921,-2.938166,0.023434,-0.643107,-0.765418,After_fall
6.900000,0.020000,0.218754,-6.244184,-7.572264,-0.679917,0.568751,-2.937253,-0.679317,0.569402,-2.937583,0.025360,-0.633192,-0.773579,After_fall
6.920000,0.020000,0.233671,-6.175314,-7.590141,-0.680208,0.568935,-2.936837,-0.679917,0.568751,-2.937253,0.025304,-0.630433,-0.775832,After_fall
6.940000,0.020000,0.208945,-6.144412,-7.689867,-0.680286,0.568692,-2.937551,-0.680208,0.568935,-2.936837,0.021694,-0.625101,-0.780242,After_fall
6.960000,0.020000,0.183521,-6.072379,-7.700961,-0.680167,0.568732,-2.937549,-0.680286,0.568692,-2.937551,0.018105,-0.619202,-0.785023,After_fall
6.980000,0.020000,0.217339,-6.109095,-7.628306,-0.679549,0.569447,-2.937220,-0.680167,0.568732,-2.937549,0.019003,-0.626387,-0.779281,After_fall
7.000000,0.020000,0.218392,-6.227319,-7.591741,-0.679112,0.569516,-2.937562,-0.679549,0.569447,-2.937220,0.020036,-0.635144,-0.772134,After_fall
7.020000,0.020000,0.194620,-6.254627,-7.534319,-0.678692,0.570183,-2.937693,-0.679112,0.569516,-2.937562,0.017697,-0.640977,-0.767356,After_fall
7.040000,0.020000,0.169629,-6.319525,-7.498228,-0.678276,0.570448,-2.937845,-0.678692,0.570183,-2.937693,0.015173,-0.645542,-0.763574,After_fall
7.060000,0.020000,0.144325,-6.350144,-7.470423,-0.678034,0.570772,-2.938004,-0.678276,0.570448,-2.937845,0.013479,-0.648966,-0.760698,After_fall
7.080000,0.020000,0.137903,-6.387442,-7.439341,-0.677609,0.571048,-2.938134,-0.678034,0.570772,-2.938004,0.011890,-0.652519,-0.757679,After_fall
7.100000,0.020000,0.113787,-6.416634,-7.414083,-0.677442,0.571210,-2.938163,-0.677609,0.571048,-2.938134,0.010746,-0.654920,-0.755622,After_fall
7.120000,0.020000,0.079318,-6.411369,-7.439659,-0.677575,0.571223,-2.938477,-0.677442,0.571210,-2.938163,0.008767,-0.653619,-0.756773,After_fall
7.140000,0.020000,0.062423,-6.383160,-7.438743,-0.677667,0.571211,-2.938263,-0.677575,0.571223,-2.938477,0.006832,-0.650618,-0.759374,After_fall
7.160000,0.020000,0.056816,-6.370591,-7.464087,-0.677838,0.571055,-2.938217,-0.677667,0.571211,-2.938263,0.006663,-0.648601,-0.761100,After_fall
7.180000,0.020000,0.062893,-6.349084,-7.481962,-0.678026,0.570892,-2.938159,-0.677838,0.571055,-2.938217,0.007367,-0.646377,-0.762983,After_fall
7.200000,0.020000,0.070437,-6.326662,-7.495367,-0.678168,0.570777,-2.938031,-0.678026,0.570892,-2.938159,0.007906,-0.644331,-0.764706,After_fall
7.220000,0.020000,0.073768,-6.309331,-7.517295,-0.678362,0.570605,-2.938004,-0.678168,0.570777,-2.938031,0.008509,-0.642277,-0.766425,After_fall
7.240000,0.020000,0.083344,-6.287275,-7.528818,-0.678472,0.570508,-2.937903,-0.678362,0.570605,-2.938004,0.009057,-0.640410,-0.767980,After_fall
7.260000,0.020000,0.087086,-6.273999,-7.545159,-0.678579,0.570412,-2.937910,-0.678472,0.570508,-2.937903,0.009422,-0.639066,-0.769094,After_fall
7.280000,0.020000,0.094192,-6.263725,-7.550529,-0.678639,0.570361,-2.937891,-0.678579,0.570412,-2.937910,0.009905,-0.638243,-0.769772,After_fall
7.300000,0.020000,0.098843,-6.258810,-7.554893,-0.678656,0.570339,-2.937903,-0.678639,0.570361,-2.937891,0.010165,-0.637889,-0.770061,After_fall
7.320000,0.020000,0.101668,-6.258709,-7.554122,-0.678633,0.570352,-2.937928,-0.678656,0.570339,-2.937903,0.010243,-0.638062,-0.769917,After_fall
7.340000,0.020000,0.102735,-6.263258,-7.550216,-0.678587,0.570386,-2.937966,-0.678633,0.570352,-2.937928,0.010238,-0.638628,-0.769448,After_fall
7.360000,0.020000,0.102816,-6.269974,-7.544171,-0.678531,0.570431,-2.938005,-0.678587,0.570386,-2.937966,0.010196,-0.639370,-0.768832,After_fall
7.380000,0.020000,0.101656,-6.277083,-7.537590,-0.678479,0.570477,-2.938031,-0.678531,0.570431,-2.938005,0.010097,-0.640099,-0.768227,After_fall
7.400000,0.020000,0.099517,-6.283294,-7.532300,-0.678441,0.570510,-2.938044,-0.678479,0.570477,-2.938031,0.009950,-0.640672,-0.767750,After_fall
7.420000,0.020000,0.097316,-6.287281,-7.529131,-0.678422,0.570529,-2.938047,-0.678441,0.570510,-2.938044,0.009824,-0.640999,-0.767479,After_fall
7.440000,0.020000,0.095627,-6.288830,-7.528145,-0.678424,0.570528,-2.938041,-0.678422,0.570529,-2.938047,0.009762,-0.641060,-0.767429,After_fall
7.460000,0.020000,0.094981,-6.287843,-7.529183,-0.678439,0.570518,-2.938030,-0.678424,0.570528,-2.938041,0.009756,-0.640910,-0.767554,After_fall
7.480000,0.020000,0.094856,-6.285684,-7.531194,-0.678461,0.570499,-2.938017,-0.678439,0.570518,-2.938030,0.009781,-0.640648,-0.767773,After_fall
7.500000,0.020000,0.095329,-6.282746,-7.533583,-0.678481,0.570484,-2.938005,-0.678461,0.570499,-2.938017,0.009818,-0.640364,-0.768009,After_fall
7.520000,0.020000,0.095952,-6.280270,-7.535649,-0.678495,0.570472,-2.937997,-0.678481,0.570484,-2.938005,0.009855,-0.640128,-0.768205,After_fall
7.540000,0.020000,0.096514,-6.278537,-7.536998,-0.678502,0.570466,-2.937991,-0.678495,0.570472,-2.937997,0.009874,-0.639983,-0.768325,After_fall
7.560000,0.020000,0.096896,-6.277740,-7.537665,-0.678502,0.570467,-2.937992,-0.678502,0.570466,-2.937991,0.009876,-0.639938,-0.768363,After_fall
7.580000,0.020000,0.097075,-6.277989,-7.537416,-0.678496,0.570470,-2.937994,-0.678502,0.570467,-2.937992,0.009863,-0.639978,-0.768330,After_fall
7.600000,0.020000,0.096945,-6.278706,-7.536728,-0.678486,0.570479,-2.937998,-0.678496,0.570470,-2.937994,0.009834,-0.640077,-0.768248,After_fall
7.620000,0.020000,0.096686,-6.279961,-7.535690,-0.678474,0.570489,-2.938003,-0.678486,0.570479,-2.937998,0.009797,-0.640209,-0.768139,After_fall
7.640000,0.020000,0.096264,-6.281300,-7.534610,-0.678464,0.570499,-2.938008,-0.678474,0.570489,-2.938003,0.009758,-0.640344,-0.768026,After_fall
7.660000,0.020000,0.095784,-6.282537,-7.533495,-0.678456,0.570506,-2.938010,-0.678464,0.570499,-2.938008,0.009722,-0.640459,-0.767931,After_fall
7.680000,0.020000,0.095317,-6.283440,-7.532842,-0.678451,0.570510,-2.938012,-0.678456,0.570506,-2.938010,0.009692,-0.640537,-0.767867,After_fall
7.700000,0.020000,0.094953,-6.283915,-7.532477,-0.678449,0.570512,-2.938011,-0.678451,0.570510,-2.938012,0.009671,-0.640571,-0.767838,After_fall
7.720000,0.020000,0.094721,-6.283975,-7.532410,-0.678450,0.570512,-2.938009,-0.678449,0.570512,-2.938011,0.009662,-0.640565,-0.767843,After_fall
7.740000,0.020000,0.094601,-6.283703,-7.532769,-0.678455,0.570508,-2.938006,-0.678450,0.570512,-2.938009,0.009666,-0.640521,-0.767880,After_fall
7.760000,0.020000,0.094662,-6.283064,-7.533333,-0.678461,0.570503,-2.938003,-0.678455,0.570508,-2.938006,0.009680,-0.640449,-0.767940,After_fall
7.780000,0.020000,0.094795,-6.282273,-7.533966,-0.678468,0.570497,-2.937999,-0.678461,0.570503,-2.938003,0.009700,-0.640364,-0.768010,After_fall
7.800000,0.020000,0.095045,-6.281429,-7.534722,-0.678474,0.570492,-2.937996,-0.678468,0.570497,-2.937999,0.009719,-0.640283,-0.768078,After_fall
